col0,col1,col2,col3,col4,col5
5,7,13.0,43.0,72.0,18.0
4,20,27.0,25.0,42.0,5.0
15,12,39.0,32.0,71.0,8.0
3,31,20.0,31.0,31.0,0.0
5,47,48.0,27.0,12.0,0.0
12,107,79.0,54.0,14.0,2.0
14,124,83.0,51.0,10.0,2.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
9726 MS:3625 M:5 H:0,,,,,
18,8,13.0,9.0,2.0,2.0
120,68,29.0,46.0,24.0,6.0
21,8,6.0,13.0,30.0,7.0
15,11,9.0,18.0,18.0,24.0
5,0,5.0,0.0,0.0,0.0
167,132,123.0,140.0,96.0,67.0
74,42,40.0,63.0,76.0,138.0
4,4,6.0,21.0,41.0,67.0
8,6,8.0,19.0,46.0,45.0
5,7,14.0,43.0,75.0,19.0
7,18,31.0,28.0,45.0,6.0
4,22,38.0,31.0,77.0,15.0
2,21,35.0,26.0,27.0,2.0
5,50,50.0,27.0,11.0,1.0
13,111,81.0,54.0,14.0,2.0
14,128,82.0,52.0,10.0,2.0
0,0,0.0,0.0,0.0,0.0
3,0,0.0,1.0,0.0,0.0
9727 MS:3656 M:5 H:0,,,,,
20,8,14.0,10.0,3.0,5.0
125,67,28.0,49.0,23.0,5.0
22,8,6.0,14.0,31.0,7.0
1,8,8.0,18.0,19.0,23.0
1,0,0.0,0.0,0.0,0.0
162,115,122.0,136.0,89.0,80.0
71,43,43.0,72.0,76.0,134.0
5,5,8.0,24.0,45.0,71.0
7,6,8.0,20.0,46.0,45.0
5,7,15.0,45.0,74.0,18.0
12,24,44.0,40.0,44.0,14.0
3,24,42.0,33.0,83.0,6.0
2,21,34.0,25.0,25.0,2.0
5,50,50.0,27.0,12.0,0.0
13,114,82.0,52.0,14.0,2.0
15,132,85.0,53.0,10.0,2.0
1,7,0.0,0.0,0.0,0.0
0,1,3.0,0.0,0.0,3.0
9728 MS:3687 M:5 H:0,,,,,
23,7,14.0,10.0,3.0,4.0
127,65,28.0,47.0,24.0,5.0
20,7,5.0,14.0,31.0,8.0
8,9,0.0,8.0,17.0,8.0
0,0,0.0,0.0,0.0,0.0
155,108,114.0,131.0,88.0,80.0
68,42,43.0,74.0,82.0,138.0
6,5,8.0,30.0,50.0,77.0
8,5,8.0,22.0,50.0,46.0
12,16,12.0,49.0,57.0,16.0
5,29,51.0,29.0,53.0,16.0
3,25,40.0,32.0,63.0,8.0
2,24,35.0,27.0,24.0,2.0
7,55,57.0,30.0,12.0,1.0
14,121,93.0,62.0,17.0,2.0
10,158,90.0,70.0,14.0,3.0
0,0,0.0,7.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
9729 MS:3718 M:5 H:0,,,,,
23,7,12.0,9.0,3.0,4.0
129,63,25.0,42.0,22.0,5.0
8,7,7.0,0.0,31.0,4.0
13,8,8.0,15.0,1.0,13.0
0,0,0.0,0.0,0.0,0.0
146,96,105.0,128.0,92.0,76.0
61,38,41.0,76.0,91.0,153.0
8,6,8.0,35.0,61.0,85.0
5,0,1.0,24.0,48.0,42.0
4,6,16.0,41.0,61.0,24.0
6,31,40.0,31.0,42.0,5.0
4,26,43.0,33.0,56.0,6.0
2,24,34.0,28.0,24.0,2.0
6,58,59.0,33.0,15.0,1.0
8,126,96.0,67.0,23.0,3.0
28,169,97.0,87.0,30.0,0.0
8,47,106.0,44.0,10.0,15.0
0,0,0.0,0.0,0.0,0.0
9730 MS:3750 M:5 H:0,,,,,
23,6,10.0,7.0,1.0,0.0
135,52,23.0,32.0,20.0,4.0
20,15,0.0,15.0,31.0,0.0
14,6,7.0,14.0,14.0,14.0
0,0,0.0,0.0,0.0,0.0
136,84,98.0,124.0,90.0,75.0
48,30,37.0,74.0,93.0,175.0
7,3,8.0,37.0,64.0,96.0
0,3,7.0,10.0,49.0,47.0
4,6,14.0,41.0,66.0,16.0
5,32,39.0,32.0,46.0,5.0
3,25,43.0,34.0,65.0,6.0
2,26,36.0,30.0,28.0,2.0
7,61,64.0,35.0,18.0,2.0
15,128,101.0,71.0,32.0,0.0
22,183,106.0,95.0,30.0,5.0
8,55,122.0,53.0,11.0,2.0
0,0,2.0,0.0,0.0,0.0
9732 MS:3812 M:5 H:0,,,,,
31,2,16.0,10.0,0.0,8.0
119,49,16.0,22.0,15.0,3.0
15,3,3.0,8.0,20.0,4.0
9,4,5.0,11.0,9.0,8.0
0,0,0.0,0.0,0.0,0.0
96,58,83.0,114.0,90.0,85.0
26,32,28.0,74.0,88.0,200.0
4,4,23.0,35.0,71.0,120.0
3,3,6.0,22.0,49.0,56.0
2,5,11.0,37.0,68.0,15.0
4,26,31.0,32.0,53.0,6.0
2,21,40.0,37.0,69.0,7.0
0,27,32.0,33.0,31.0,2.0
7,63,71.0,43.0,9.0,1.0
17,143,108.0,77.0,39.0,5.0
23,205,115.0,116.0,49.0,8.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
9733 MS:3843 M:5 H:0,,,,,
24,3,7.0,4.0,0.0,0.0
116,47,14.0,20.0,14.0,2.0
14,3,2.0,7.0,19.0,4.0
7,3,4.0,10.0,9.0,7.0
0,0,0.0,0.0,0.0,0.0
83,48,72.0,108.0,89.0,92.0
19,16,32.0,68.0,91.0,204.0
4,3,7.0,35.0,65.0,116.0
3,3,5.0,20.0,51.0,59.0
2,4,8.0,33.0,67.0,14.0
3,24,28.0,33.0,54.0,6.0
0,18,39.0,38.0,70.0,7.0
10,40,36.0,44.0,46.0,0.0
7,66,73.0,48.0,26.0,19.0
16,148,112.0,78.0,43.0,6.0
23,212,118.0,120.0,55.0,8.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
9734 MS:3874 M:5 H:0,,,,,
24,2,8.0,4.0,2.0,4.0
116,45,14.0,18.0,13.0,2.0
14,2,2.0,6.0,18.0,4.0
8,3,4.0,10.0,9.0,7.0
0,0,0.0,0.0,0.0,0.0
80,47,74.0,112.0,88.0,94.0
17,16,28.0,66.0,92.0,212.0
4,3,6.0,35.0,63.0,120.0
4,3,5.0,20.0,50.0,62.0
2,4,8.0,32.0,64.0,14.0
3,24,27.0,33.0,55.0,5.0
0,24,48.0,35.0,76.0,0.0
2,25,39.0,39.0,36.0,3.0
6,66,77.0,51.0,28.0,3.0
16,151,116.0,78.0,45.0,6.0
24,216,119.0,122.0,59.0,9.0
0,0,0.0,0.0,0.0,0.0
7,0,0.0,0.0,0.0,0.0
9735 MS:3905 M:5 H:0,,,,,
22,2,8.0,4.0,1.0,5.0
113,43,13.0,17.0,12.0,2.0
14,2,2.0,7.0,18.0,4.0
7,3,4.0,10.0,8.0,8.0
1,0,0.0,0.0,0.0,0.0
67,46,69.0,101.0,86.0,97.0
13,14,26.0,63.0,89.0,211.0
4,3,6.0,36.0,63.0,123.0
3,2,4.0,20.0,51.0,64.0
2,3,7.0,33.0,66.0,14.0
0,17,24.0,26.0,56.0,5.0
0,9,32.0,44.0,72.0,6.0
3,23,39.0,40.0,37.0,12.0
7,67,81.0,54.0,29.0,3.0
16,157,119.0,80.0,48.0,6.0
23,226,121.0,123.0,60.0,9.0
3,0,0.0,0.0,0.0,0.0
0,6,8.0,0.0,3.0,8.0
9736 MS:3937 M:5 H:0,,,,,
23,2,7.0,3.0,1.0,3.0
104,42,13.0,16.0,11.0,2.0
11,2,1.0,6.0,16.0,4.0
15,14,0.0,15.0,2.0,8.0
0,0,14.0,0.0,5.0,7.0
54,37,62.0,96.0,84.0,97.0
10,9,23.0,61.0,87.0,216.0
2,2,6.0,35.0,62.0,128.0
3,2,5.0,18.0,52.0,68.0
0,1,6.0,29.0,66.0,13.0
1,0,9.0,32.0,48.0,0.0
1,13,29.0,41.0,71.0,7.0
2,22,41.0,42.0,37.0,3.0
7,70,85.0,55.0,29.0,3.0
15,158,123.0,82.0,50.0,6.0
22,235,123.0,128.0,63.0,9.0
4,0,4.0,4.0,0.0,0.0
0,0,0.0,0.0,11.0,0.0
9737 MS:3968 M:5 H:0,,,,,
24,2,8.0,3.0,1.0,2.0
102,40,12.0,16.0,10.0,2.0
8,10,0.0,6.0,16.0,3.0
15,0,7.0,15.0,0.0,15.0
0,0,0.0,0.0,0.0,0.0
45,31,58.0,96.0,85.0,102.0
8,8,21.0,60.0,86.0,220.0
2,2,6.0,35.0,63.0,128.0
0,2,4.0,18.0,52.0,71.0
1,3,0.0,20.0,64.0,0.0
1,11,15.0,31.0,57.0,5.0
1,12,29.0,41.0,72.0,6.0
1,21,41.0,43.0,38.0,3.0
6,69,86.0,56.0,29.0,2.0
14,160,126.0,81.0,50.0,6.0
28,240,122.0,132.0,64.0,10.0
0,0,11.0,0.0,3.0,2.0
0,0,0.0,0.0,0.0,0.0
9738 MS:3999 M:5 H:0,,,,,
23,1,6.0,4.0,1.0,1.0
96,41,12.0,18.0,11.0,2.0
22,14,0.0,7.0,23.0,0.0
5,2,3.0,9.0,8.0,7.0
0,0,0.0,0.0,0.0,0.0
50,34,61.0,98.0,85.0,104.0
8,9,22.0,61.0,88.0,222.0
3,3,6.0,31.0,61.0,132.0
0,0,3.0,2.0,47.0,68.0
1,3,7.0,28.0,65.0,3.0
2,12,14.0,32.0,59.0,5.0
1,11,28.0,41.0,72.0,6.0
2,21,42.0,43.0,40.0,3.0
6,68,88.0,56.0,30.0,3.0
14,160,120.0,81.0,51.0,7.0
23,235,125.0,128.0,65.0,16.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
9739 MS:4030 M:5 H:0,,,,,
23,1,7.0,3.0,1.0,4.0
100,44,20.0,19.0,19.0,0.0
12,2,2.0,8.0,19.0,14.0
5,2,4.0,10.0,8.0,8.0
0,0,0.0,0.0,0.0,0.0
64,42,64.0,99.0,86.0,104.0
13,13,23.0,61.0,87.0,224.0
15,0,14.0,26.0,61.0,133.0
6,15,0.0,15.0,63.0,61.0
2,3,6.0,27.0,64.0,12.0
3,14,16.0,33.0,59.0,5.0
1,12,28.0,41.0,70.0,6.0
2,22,41.0,43.0,39.0,3.0
5,64,86.0,57.0,30.0,3.0
4,151,125.0,68.0,44.0,7.0
26,229,122.0,125.0,68.0,12.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
9742 MS:4124 M:5 H:0,,,,,
18,1,5.0,5.0,1.0,4.0
107,39,13.0,32.0,14.0,3.0
15,3,2.0,10.0,26.0,5.0
10,4,5.0,11.0,9.0,10.0
0,0,0.0,0.0,0.0,0.0
112,58,72.0,104.0,82.0,108.0
27,25,30.0,61.0,88.0,224.0
10,7,8.0,31.0,63.0,135.0
8,5,4.0,16.0,52.0,74.0
3,5,8.0,29.0,64.0,11.0
4,20,23.0,35.0,59.0,6.0
0,21,24.0,42.0,69.0,7.0
19,21,49.0,56.0,36.0,12.0
8,65,85.0,56.0,30.0,4.0
17,147,121.0,78.0,51.0,8.0
27,219,118.0,123.0,67.0,12.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
9743 MS:4155 M:5 H:0,,,,,
17,1,5.0,4.0,1.0,3.0
107,38,14.0,33.0,15.0,3.0
16,3,2.0,11.0,28.0,5.0
11,4,4.0,12.0,9.0,12.0
0,0,0.0,0.0,0.0,0.0
118,64,72.0,98.0,86.0,112.0
31,25,32.0,62.0,88.0,225.0
10,7,8.0,31.0,64.0,139.0
9,5,4.0,16.0,52.0,74.0
4,6,8.0,30.0,65.0,11.0
0,22,24.0,35.0,59.0,6.0
10,24,30.0,49.0,80.0,4.0
3,24,42.0,44.0,40.0,20.0
8,64,84.0,56.0,30.0,4.0
17,146,121.0,77.0,50.0,9.0
26,217,118.0,122.0,66.0,13.0
0,0,0.0,0.0,0.0,0.0
0,2,7.0,0.0,1.0,0.0
9744 MS:4186 M:5 H:0,,,,,
18,1,5.0,4.0,1.0,4.0
105,39,13.0,35.0,15.0,3.0
16,3,3.0,11.0,30.0,5.0
11,1,5.0,12.0,10.0,12.0
0,3,3.0,0.0,0.0,3.0
123,66,78.0,100.0,88.0,109.0
33,27,32.0,63.0,88.0,225.0
11,7,7.0,33.0,63.0,140.0
9,6,5.0,17.0,52.0,73.0
3,5,8.0,30.0,66.0,12.0
3,16,22.0,34.0,56.0,0.0
3,14,33.0,46.0,68.0,0.0
3,24,42.0,44.0,40.0,4.0
8,63,83.0,56.0,30.0,4.0
18,146,120.0,77.0,51.0,8.0
28,215,116.0,122.0,66.0,12.0
4,0,3.0,0.0,0.0,0.0
0,0,0.0,0.0,11.0,0.0
9747 MS:4279 M:5 H:0,,,,,
20,1,6.0,4.0,1.0,5.0
105,40,8.0,37.0,16.0,4.0
27,3,8.0,18.0,32.0,12.0
11,5,5.0,13.0,11.0,14.0
0,0,0.0,0.0,0.0,0.0
132,72,82.0,102.0,89.0,108.0
44,32,34.0,64.0,89.0,225.0
8,8,9.0,36.0,66.0,142.0
15,20,0.0,23.0,63.0,67.0
4,6,9.0,30.0,68.0,23.0
4,24,27.0,35.0,60.0,6.0
3,16,34.0,43.0,69.0,7.0
3,25,42.0,45.0,39.0,4.0
8,63,83.0,56.0,30.0,5.0
4,143,119.0,64.0,51.0,5.0
27,211,113.0,120.0,66.0,14.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
9748 MS:4311 M:5 H:0,,,,,
18,0,6.0,5.0,1.0,3.0
96,35,15.0,32.0,7.0,3.0
18,4,3.0,11.0,34.0,7.0
11,5,6.0,13.0,12.0,15.0
0,0,0.0,0.0,0.0,0.0
132,71,84.0,101.0,89.0,110.0
51,34,36.0,64.0,89.0,225.0
12,8,11.0,36.0,72.0,135.0
11,7,6.0,20.0,54.0,79.0
4,6,8.0,32.0,66.0,12.0
4,24,29.0,36.0,60.0,6.0
3,16,34.0,43.0,69.0,7.0
3,25,43.0,44.0,39.0,4.0
20,61,88.0,52.0,30.0,5.0
23,150,109.0,79.0,62.0,4.0
27,207,111.0,119.0,66.0,23.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
9749 MS:4342 M:5 H:0,,,,,
23,0,0.0,5.0,0.0,0.0
108,39,16.0,38.0,16.0,4.0
18,4,3.0,11.0,34.0,6.0
12,5,6.0,14.0,12.0,17.0
0,0,0.0,0.0,0.0,0.0
137,75,86.0,102.0,90.0,109.0
64,36,44.0,56.0,90.0,225.0
13,18,10.0,44.0,72.0,139.0
12,7,8.0,22.0,53.0,75.0
4,7,9.0,32.0,67.0,11.0
4,25,29.0,37.0,60.0,6.0
3,17,37.0,44.0,68.0,7.0
11,20,42.0,44.0,39.0,4.0
6,71,94.0,44.0,31.0,15.0
19,141,114.0,74.0,50.0,10.0
27,205,110.0,117.0,64.0,13.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
9750 MS:4373 M:5 H:0,,,,,
21,3,7.0,0.0,0.0,2.0
109,38,16.0,39.0,16.0,4.0
18,4,3.0,11.0,34.0,6.0
13,6,6.0,14.0,13.0,18.0
0,0,0.0,0.0,0.0,0.0
144,72,89.0,102.0,90.0,111.0
66,40,42.0,63.0,96.0,226.0
15,10,11.0,39.0,65.0,141.0
12,7,8.0,22.0,54.0,73.0
4,7,9.0,33.0,67.0,11.0
5,26,32.0,37.0,60.0,6.0
4,18,38.0,43.0,68.0,7.0
20,24,47.0,55.0,30.0,7.0
9,63,80.0,55.0,30.0,5.0
18,138,112.0,73.0,49.0,9.0
27,202,108.0,115.0,64.0,13.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
9753 MS:4466 M:5 H:0,,,,,
21,2,7.0,5.0,1.0,4.0
110,41,19.0,42.0,17.0,4.0
19,4,3.0,11.0,36.0,6.0
23,0,7.0,13.0,14.0,20.0
0,7,0.0,3.0,7.0,0.0
147,84,94.0,104.0,91.0,112.0
80,48,44.0,66.0,92.0,224.0
22,13,14.0,43.0,67.0,137.0
11,7,8.0,25.0,55.0,73.0
0,7,12.0,35.0,67.0,12.0
6,28,35.0,40.0,57.0,5.0
5,22,43.0,43.0,68.0,7.0
5,27,43.0,44.0,39.0,4.0
9,65,79.0,54.0,30.0,5.0
19,135,107.0,71.0,48.0,9.0
25,192,103.0,112.0,60.0,13.0
0,4,4.0,0.0,3.0,0.0
0,0,0.0,11.0,0.0,3.0
9754 MS:4498 M:5 H:0,,,,,
23,3,8.0,5.0,1.0,6.0
112,41,19.0,41.0,17.0,4.0
26,0,3.0,12.0,38.0,6.0
13,15,20.0,12.0,24.0,30.0
0,0,0.0,0.0,0.0,0.0
150,85,96.0,104.0,91.0,112.0
84,49,46.0,67.0,93.0,224.0
24,14,15.0,44.0,66.0,136.0
9,8,9.0,26.0,54.0,73.0
15,0,15.0,39.0,54.0,11.0
6,30,37.0,38.0,61.0,7.0
6,23,44.0,43.0,68.0,7.0
5,27,44.0,44.0,39.0,4.0
9,65,78.0,54.0,30.0,5.0
18,133,106.0,70.0,48.0,9.0
19,188,96.0,106.0,60.0,13.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
9755 MS:4529 M:5 H:0,,,,,
22,3,8.0,5.0,1.0,4.0
113,42,20.0,43.0,17.0,5.0
18,4,8.0,19.0,38.0,12.0
16,7,8.0,16.0,16.0,22.0
0,0,0.0,0.0,0.0,0.0
152,86,97.0,104.0,92.0,112.0
87,51,48.0,67.0,93.0,223.0
28,14,16.0,44.0,67.0,136.0
15,20,5.0,31.0,48.0,74.0
2,15,28.0,30.0,71.0,23.0
6,32,38.0,38.0,60.0,7.0
6,23,44.0,44.0,67.0,7.0
5,28,43.0,43.0,39.0,4.0
10,63,77.0,54.0,30.0,5.0
4,135,101.0,70.0,49.0,10.0
25,187,100.0,109.0,60.0,15.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
9757 MS:4591 M:5 H:0,,,,,
27,0,7.0,4.0,1.0,4.0
116,47,8.0,38.0,17.0,0.0
22,4,4.0,12.0,44.0,7.0
15,8,9.0,17.0,16.0,22.0
0,0,0.0,0.0,0.0,0.0
153,87,103.0,103.0,92.0,112.0
94,56,53.0,68.0,93.0,225.0
21,11,20.0,48.0,64.0,130.0
10,10,11.0,30.0,54.0,74.0
4,9,12.0,35.0,64.0,11.0
6,33,39.0,37.0,59.0,7.0
6,24,43.0,45.0,66.0,8.0
6,30,43.0,43.0,38.0,5.0
9,68,81.0,52.0,37.0,0.0
18,124,101.0,82.0,47.0,18.0
25,180,96.0,107.0,60.0,14.0
14,67,126.0,83.0,37.0,10.0
0,0,7.0,5.0,2.0,0.0
9758 MS:4622 M:5 H:0,,,,,
25,5,15.0,0.0,3.0,7.0
115,45,23.0,49.0,19.0,6.0
23,5,4.0,12.0,48.0,7.0
17,10,12.0,19.0,17.0,24.0
0,0,0.0,0.0,0.0,0.0
154,90,106.0,102.0,91.0,114.0
101,48,49.0,67.0,84.0,219.0
37,23,25.0,47.0,66.0,128.0
10,11,14.0,31.0,55.0,75.0
4,9,14.0,35.0,62.0,11.0
7,34,40.0,38.0,58.0,7.0
6,24,43.0,45.0,66.0,8.0
16,28,50.0,34.0,38.0,5.0
11,62,75.0,63.0,40.0,4.0
18,121,97.0,67.0,47.0,10.0
26,178,94.0,104.0,59.0,15.0
15,67,121.0,82.0,41.0,10.0
0,0,7.0,6.0,3.0,0.0
9759 MS:4653 M:5 H:0,,,,,
26,4,11.0,6.0,0.0,0.0
115,46,23.0,50.0,20.0,6.0
24,5,5.0,13.0,50.0,7.0
20,11,13.0,21.0,19.0,25.0
0,0,0.0,0.0,0.0,0.0
155,95,96.0,100.0,88.0,113.0
107,63,59.0,70.0,87.0,223.0
37,26,28.0,49.0,68.0,141.0
10,13,14.0,32.0,57.0,76.0
4,9,13.0,36.0,61.0,10.0
7,37,41.0,38.0,58.0,7.0
0,21,43.0,45.0,66.0,7.0
5,16,35.0,42.0,32.0,0.0
11,60,74.0,55.0,31.0,7.0
19,118,95.0,65.0,48.0,11.0
26,175,92.0,101.0,55.0,15.0
16,68,119.0,83.0,43.0,12.0
0,0,7.0,6.0,4.0,0.0
9760 MS:4685 M:5 H:0,,,,,
28,4,10.0,5.0,0.0,0.0
112,45,23.0,52.0,20.0,7.0
24,5,5.0,13.0,51.0,7.0
22,12,15.0,21.0,19.0,26.0
0,5,0.0,0.0,0.0,0.0
165,88,111.0,110.0,87.0,119.0
105,64,61.0,70.0,90.0,224.0
40,31,31.0,50.0,68.0,141.0
11,13,16.0,34.0,58.0,80.0
4,10,14.0,36.0,60.0,10.0
4,38,43.0,39.0,58.0,7.0
7,31,32.0,38.0,65.0,0.0
7,31,43.0,44.0,41.0,7.0
11,60,74.0,56.0,33.0,7.0
18,115,92.0,64.0,49.0,11.0
26,173,89.0,97.0,55.0,15.0
15,67,115.0,81.0,42.0,11.0
0,0,8.0,16.0,0.0,0.0
9765 MS:4840 M:5 H:0,,,,,
36,7,13.0,7.0,2.0,6.0
115,47,16.0,50.0,19.0,0.0
30,7,4.0,2.0,44.0,7.0
29,14,20.0,27.0,22.0,28.0
0,0,0.0,0.0,0.0,0.0
156,97,112.0,101.0,91.0,118.0
113,70,67.0,73.0,90.0,221.0
50,51,40.0,62.0,64.0,140.0
13,19,23.0,41.0,70.0,88.0
7,13,19.0,42.0,65.0,11.0
9,41,50.0,41.0,57.0,9.0
9,30,47.0,46.0,64.0,9.0
8,34,44.0,46.0,42.0,7.0
1,63,68.0,57.0,35.0,9.0
31,97,87.0,63.0,36.0,15.0
24,152,83.0,92.0,53.0,17.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
9766 MS:4872 M:5 H:0,,,,,
27,7,15.0,0.0,0.0,8.0
126,50,27.0,55.0,6.0,3.0
30,8,6.0,13.0,52.0,7.0
32,14,21.0,28.0,22.0,27.0
0,0,0.0,0.0,0.0,0.0
155,101,114.0,101.0,92.0,117.0
113,64,64.0,73.0,91.0,221.0
44,47,32.0,51.0,72.0,132.0
13,20,23.0,42.0,62.0,81.0
7,14,20.0,43.0,66.0,11.0
10,42,51.0,42.0,58.0,9.0
10,31,47.0,46.0,65.0,10.0
1,34,45.0,46.0,42.0,7.0
20,64,71.0,63.0,40.0,8.0
18,101,85.0,62.0,49.0,29.0
22,142,80.0,91.0,48.0,16.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
9767 MS:4903 M:5 H:0,,,,,
43,25,12.0,15.0,15.0,0.0
128,52,27.0,58.0,22.0,10.0
32,8,6.0,13.0,53.0,7.0
33,16,23.0,29.0,25.0,29.0
0,0,0.0,0.0,0.0,0.0
155,105,119.0,104.0,96.0,119.0
105,79,71.0,64.0,91.0,223.0
44,50,48.0,59.0,75.0,139.0
14,22,25.0,43.0,64.0,80.0
7,14,20.0,44.0,68.0,12.0
11,45,53.0,42.0,60.0,10.0
10,30,49.0,46.0,66.0,10.0
7,32,43.0,43.0,48.0,1.0
12,60,70.0,53.0,31.0,9.0
16,96,81.0,61.0,44.0,12.0
20,128,73.0,92.0,41.0,15.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
9768 MS:4934 M:5 H:0,,,,,
43,10,18.0,9.0,3.0,7.0
132,57,30.0,61.0,22.0,10.0
33,9,6.0,14.0,55.0,7.0
36,19,25.0,32.0,27.0,29.0
0,0,0.0,0.0,0.0,0.0
159,113,134.0,111.0,88.0,119.0
119,95,69.0,79.0,103.0,214.0
45,54,53.0,63.0,78.0,139.0
13,22,26.0,47.0,66.0,80.0
7,13,20.0,47.0,71.0,12.0
10,43,54.0,44.0,61.0,9.0
1,27,36.0,40.0,66.0,9.0
8,31,43.0,40.0,37.0,6.0
10,52,65.0,44.0,26.0,7.0
13,85,65.0,57.0,32.0,10.0
16,106,62.0,83.0,24.0,10.0
4,22,47.0,25.0,6.0,2.0
8,0,0.0,0.0,0.0,0.0
9769 MS:4965 M:5 H:0,,,,,
45,12,20.0,9.0,2.0,1.0
133,67,34.0,66.0,23.0,10.0
34,12,8.0,14.0,57.0,7.0
35,23,30.0,37.0,29.0,29.0
6,5,0.0,5.0,0.0,0.0
162,145,163.0,123.0,116.0,128.0
118,105,93.0,90.0,108.0,226.0
42,52,53.0,68.0,83.0,140.0
10,16,19.0,44.0,69.0,78.0
6,10,15.0,48.0,71.0,11.0
2,31,38.0,43.0,62.0,8.0
15,10,43.0,47.0,48.0,11.0
5,21,36.0,32.0,31.0,4.0
6,41,51.0,30.0,14.0,4.0
11,74,53.0,52.0,18.0,6.0
10,74,54.0,50.0,11.0,5.0
2,15,29.0,11.0,1.0,0.0
0,0,0.0,0.0,0.0,0.0
9770 MS:4996 M:5 H:0,,,,,
47,16,24.0,11.0,2.0,1.0
141,82,42.0,72.0,25.0,11.0
35,13,8.0,15.0,52.0,7.0
35,32,32.0,45.0,32.0,28.0
2,0,6.0,5.0,0.0,6.0
172,168,186.0,154.0,140.0,126.0
113,114,106.0,106.0,121.0,234.0
26,31,35.0,64.0,88.0,142.0
7,10,11.0,28.0,63.0,72.0
0,8,12.0,39.0,63.0,11.0
5,12,20.0,44.0,63.0,0.0
5,17,30.0,34.0,54.0,5.0
3,17,33.0,27.0,25.0,3.0
6,39,46.0,26.0,12.0,2.0
11,77,56.0,45.0,12.0,4.0
10,74,57.0,41.0,9.0,4.0
0,11,25.0,0.0,0.0,0.0
3,0,0.0,0.0,0.0,0.0
9771 MS:5027 M:5 H:0,,,,,
42,12,18.0,9.0,2.0,0.0
155,87,41.0,62.0,22.0,8.0
30,13,9.0,15.0,36.0,5.0
32,17,42.0,56.0,30.0,20.0
0,0,0.0,0.0,0.0,2.0
184,182,204.0,189.0,154.0,129.0
84,99,87.0,106.0,118.0,232.0
13,16,19.0,43.0,75.0,133.0
5,6,8.0,20.0,50.0,57.0
2,10,16.0,27.0,56.0,1.0
2,4,9.0,37.0,42.0,12.0
2,8,21.0,25.0,55.0,4.0
3,15,31.0,26.0,24.0,2.0
4,32,40.0,21.0,9.0,1.0
10,76,61.0,40.0,10.0,3.0
22,69,71.0,34.0,8.0,2.0
1,14,28.0,15.0,11.0,0.0
0,0,0.0,0.0,0.0,0.0
9774 MS:5121 M:5 H:0,,,,,
12,11,17.0,10.0,1.0,0.0
167,74,37.0,63.0,10.0,1.0
26,6,6.0,19.0,34.0,7.0
6,3,6.0,14.0,14.0,17.0
0,0,0.0,0.0,0.0,0.0
67,60,91.0,164.0,118.0,85.0
9,7,14.0,54.0,106.0,150.0
0,1,0.0,25.0,56.0,64.0
3,2,6.0,25.0,58.0,43.0
2,4,9.0,42.0,72.0,18.0
0,4,9.0,14.0,31.0,3.0
0,12,24.0,25.0,52.0,4.0
0,21,35.0,23.0,15.0,0.0
10,56,50.0,29.0,0.0,0.0
6,130,82.0,43.0,9.0,0.0
6,118,85.0,40.0,6.0,0.0
0,24,53.0,9.0,1.0,0.0
0,0,0.0,0.0,0.0,0.0
9775 MS:5152 M:5 H:0,,,,,
26,20,11.0,15.0,14.0,0.0
141,73,49.0,50.0,31.0,15.0
20,4,5.0,14.0,26.0,5.0
5,2,4.0,12.0,13.0,12.0
0,0,0.0,0.0,0.0,0.0
60,53,86.0,159.0,115.0,86.0
0,7,23.0,42.0,107.0,155.0
5,3,9.0,31.0,45.0,69.0
2,2,6.0,22.0,55.0,47.0
2,3,10.0,43.0,71.0,18.0
0,4,11.0,15.0,32.0,3.0
1,14,27.0,27.0,55.0,5.0
0,16,29.0,22.0,16.0,0.0
1,46,48.0,22.0,7.0,0.0
7,129,80.0,45.0,9.0,0.0
6,124,86.0,43.0,6.0,0.0
0,26,58.0,11.0,1.0,0.0
0,0,0.0,0.0,0.0,0.0
9776 MS:5183 M:5 H:0,,,,,
14,4,13.0,24.0,0.0,7.0
