col0,col1,col2,col3,col4,col5
30,6,4.0,3.0,1.0,4.0
121,40,11.0,17.0,9.0,2.0
16,4,2.0,6.0,16.0,2.0
16,8,9.0,26.0,28.0,19.0
0,0,0.0,0.0,0.0,0.0
140,82,91.0,96.0,84.0,119.0
95,58,54.0,62.0,70.0,208.0
34,26,25.0,46.0,60.0,131.0
9,11,15.0,29.0,49.0,81.0
0,15,27.0,27.0,63.0,6.0
15,12,31.0,43.0,48.0,7.0
5,22,41.0,34.0,63.0,6.0
7,36,48.0,44.0,52.0,6.0
12,63,86.0,69.0,52.0,8.0
17,106,105.0,74.0,64.0,11.0
25,172,94.0,110.0,61.0,13.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,1.0,0.0
14499 MS:33335 M:7 H:0,,,,,
35,7,6.0,4.0,1.0,5.0
123,43,14.0,23.0,12.0,2.0
27,5,8.0,16.0,18.0,8.0
20,8,16.0,24.0,34.0,23.0
0,0,0.0,0.0,0.0,0.0
146,88,97.0,99.0,88.0,120.0
104,66,59.0,64.0,73.0,202.0
38,36,34.0,48.0,63.0,129.0
15,24,12.0,39.0,48.0,80.0
5,14,31.0,34.0,70.0,22.0
5,27,31.0,35.0,61.0,6.0
5,25,44.0,35.0,64.0,6.0
7,38,49.0,46.0,50.0,6.0
11,61,80.0,63.0,48.0,7.0
1,99,96.0,67.0,55.0,10.0
23,155,85.0,99.0,40.0,6.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
14500 MS:33367 M:7 H:0,,,,,
38,10,9.0,6.0,2.0,6.0
129,34,13.0,29.0,8.0,0.0
29,5,4.0,12.0,26.0,0.0
26,11,21.0,31.0,26.0,27.0
0,0,0.0,0.0,0.0,0.0
150,97,104.0,104.0,93.0,121.0
106,70,64.0,67.0,76.0,198.0
40,41,44.0,44.0,65.0,132.0
10,29,21.0,46.0,64.0,77.0
5,13,19.0,46.0,68.0,11.0
6,27,34.0,36.0,64.0,6.0
6,26,46.0,37.0,63.0,6.0
8,39,49.0,45.0,48.0,6.0
15,56,74.0,56.0,42.0,7.0
15,103,95.0,48.0,47.0,15.0
19,147,83.0,90.0,44.0,12.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
14505 MS:33524 M:7 H:0,,,,,
47,29,30.0,18.0,6.0,9.0
144,80,37.0,51.0,26.0,12.0
62,29,13.0,26.0,51.0,9.0
77,64,80.0,85.0,50.0,48.0
0,0,0.0,0.0,7.0,0.0
152,146,160.0,139.0,121.0,139.0
114,104,101.0,89.0,88.0,189.0
34,44,44.0,62.0,73.0,118.0
9,12,15.0,40.0,65.0,75.0
14,20,9.0,55.0,72.0,12.0
0,22,30.0,32.0,63.0,20.0
4,13,26.0,26.0,51.0,6.0
4,23,33.0,22.0,23.0,3.0
6,44,46.0,25.0,15.0,4.0
8,57,46.0,37.0,13.0,6.0
0,59,42.0,35.0,9.0,5.0
3,0,0.0,1.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
14506 MS:33555 M:7 H:0,,,,,
49,34,39.0,24.0,7.0,11.0
152,98,47.0,65.0,32.0,15.0
72,32,14.0,35.0,56.0,5.0
88,79,95.0,104.0,58.0,48.0
0,0,0.0,0.0,0.0,0.0
152,154,172.0,153.0,129.0,149.0
108,107,103.0,90.0,88.0,172.0
25,29,28.0,49.0,70.0,108.0
8,8,16.0,18.0,58.0,73.0
5,17,9.0,48.0,74.0,10.0
3,8,12.0,29.0,54.0,6.0
3,7,13.0,16.0,41.0,3.0
2,16,25.0,14.0,17.0,2.0
5,36,38.0,20.0,13.0,3.0
13,48,44.0,33.0,12.0,5.0
7,52,59.0,17.0,13.0,15.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
14508 MS:33618 M:7 H:0,,,,,
59,63,52.0,39.0,10.0,13.0
179,131,71.0,80.0,47.0,31.0
91,63,27.0,55.0,81.0,18.0
99,96,116.0,130.0,81.0,60.0
0,0,0.0,0.0,0.0,0.0
156,169,185.0,181.0,155.0,155.0
64,86,69.0,66.0,86.0,168.0
11,2,8.0,18.0,32.0,72.0
3,4,6.0,13.0,35.0,43.0
2,3,5.0,17.0,46.0,11.0
0,1,4.0,7.0,23.0,2.0
0,1,3.0,4.0,22.0,0.0
0,8,14.0,6.0,7.0,0.0
15,22,36.0,24.0,6.0,9.0
5,34,40.0,25.0,9.0,3.0
4,22,40.0,25.0,7.0,2.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
14509 MS:33649 M:7 H:0,,,,,
32,816,305.0,53.0,820.0,305.0
816,312,54.0,563.0,51.0,58.0
816,570,72.0,544.0,311.0,58.0
256,317,68.0,91.0,53.0,16.0
256,977,158.0,85.0,122.0,55.0
256,94,70.0,30.0,70.0,107.0
0,106,98.0,111.0,120.0,69.0
768,0,0.0,0.0,0.0,0.0
768,931,183.0,165.0,155.0,127.0
0,41,87.0,61.0,49.0,71.0
256,779,14.0,10.0,14.0,44.0
768,1,3.0,4.0,7.0,45.0
0,0,1.0,3.0,8.0,47.0
0,0,0.0,0.0,0.0,7.0
0,0,0.0,0.0,0.0,6.0
0,0,1.0,5.0,0.0,0.0
0,0,8.0,9.0,5.0,3.0
0,0,10.0,16.0,9.0,3.0
14511 MS:33712 M:7 H:0,,,,,
69,76,113.0,57.0,14.0,11.0
229,170,88.0,129.0,57.0,20.0
85,62,25.0,65.0,101.0,23.0
105,92,85.0,85.0,48.0,52.0
10,0,3.0,7.0,0.0,3.0
145,175,191.0,170.0,127.0,70.0
44,94,74.0,59.0,77.0,94.0
14,20,12.0,17.0,52.0,58.0
1,4,3.0,8.0,46.0,31.0
0,0,0.0,5.0,33.0,10.0
0,1,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,2,2.0,4.0,3.0,0.0
0,0,2.0,1.0,1.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,4.0,4.0
14512 MS:33743 M:7 H:0,,,,,
84,87,100.0,51.0,14.0,11.0
263,146,71.0,98.0,51.0,14.0
35,25,14.0,37.0,82.0,18.0
72,70,72.0,76.0,51.0,32.0
14,0,6.0,8.0,0.0,6.0
120,199,221.0,188.0,128.0,83.0
68,120,100.0,84.0,96.0,96.0
21,25,18.0,27.0,61.0,62.0
1,4,4.0,10.0,40.0,28.0
7,0,3.0,0.0,16.0,5.0
0,7,0.0,1.0,7.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,2.0,1.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
14516 MS:33869 M:7 H:0,,,,,
15,0,15.0,7.0,0.0,1.0
86,83,30.0,20.0,21.0,5.0
8,3,3.0,7.0,26.0,7.0
2,2,2.0,9.0,15.0,24.0
0,0,0.0,0.0,0.0,0.0
76,76,40.0,78.0,57.0,59.0
3,7,8.0,24.0,44.0,72.0
3,4,3.0,11.0,41.0,37.0
4,5,2.0,10.0,39.0,25.0
1,5,3.0,18.0,71.0,16.0
0,4,4.0,6.0,25.0,2.0
0,7,8.0,12.0,45.0,4.0
9,20,4.0,13.0,4.0,0.0
1,29,23.0,18.0,10.0,0.0
3,62,48.0,42.0,8.0,0.0
2,49,79.0,45.0,6.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
14517 MS:33900 M:7 H:0,,,,,
15,10,23.0,15.0,0.0,7.0
99,100,31.0,19.0,22.0,5.0
8,3,2.0,6.0,24.0,8.0
1,1,0.0,7.0,17.0,35.0
0,0,0.0,0.0,0.0,0.0
47,34,19.0,59.0,34.0,55.0
3,4,2.0,16.0,31.0,32.0
4,4,1.0,10.0,27.0,32.0
4,5,2.0,9.0,41.0,22.0
2,5,4.0,18.0,74.0,18.0
0,4,3.0,7.0,24.0,2.0
0,5,0.0,8.0,48.0,4.0
0,11,10.0,12.0,9.0,0.0
0,33,26.0,22.0,12.0,0.0
3,70,51.0,50.0,9.0,0.0
2,53,79.0,51.0,6.0,0.0
0,0,0.0,0.0,0.0,0.0
4,0,0.0,0.0,0.0,0.0
14518 MS:33932 M:7 H:0,,,,,
16,10,21.0,7.0,4.0,4.0
516,108,33.0,21.0,25.0,6.0
293,57,0.0,768.0,512.0,6.0
24,296,0.0,0.0,552.0,794.0
25,30,0.0,0.0,259.0,770.0
33,275,0.0,0.0,259.0,770.0
11,17,0.0,0.0,769.0,2.0
4,1,0.0,0.0,0.0,0.0
556,818,0.0,768.0,0.0,0.0
24,299,0.0,0.0,804.0,15.0
24,30,0.0,0.0,259.0,769.0
38,277,0.0,0.0,514.0,257.0
71,17,0.0,256.0,258.0,258.0
529,519,0.0,256.0,0.0,779.0
561,517,0.0,256.0,12.0,256.0
780,512,0.0,0.0,512.0,264.0
12,0,0.0,256.0,256.0,780.0
779,0,0.0,768.0,257.0,807.0
14520 MS:33995 M:7 H:0,,,,,
16,9,23.0,8.0,5.0,4.0
105,101,32.0,21.0,21.0,5.0
15,14,0.0,11.0,24.0,9.0
0,1,15.0,0.0,15.0,31.0
0,0,0.0,0.0,0.0,0.0
42,31,17.0,64.0,48.0,53.0
2,2,1.0,16.0,29.0,55.0
3,2,2.0,11.0,29.0,42.0
0,0,2.0,10.0,42.0,27.0
3,0,0.0,23.0,72.0,15.0
0,3,4.0,7.0,24.0,3.0
0,9,13.0,17.0,50.0,5.0
0,13,17.0,10.0,13.0,0.0
1,39,32.0,23.0,11.0,0.0
4,90,61.0,50.0,10.0,0.0
8,61,92.0,57.0,5.0,6.0
0,0,0.0,0.0,11.0,0.0
0,0,0.0,0.0,0.0,0.0
14521 MS:34026 M:7 H:0,,,,,
15,7,20.0,7.0,5.0,7.0
117,86,35.0,18.0,21.0,5.0
12,15,0.0,7.0,31.0,0.0
1,0,0.0,6.0,12.0,19.0
0,0,0.0,0.0,0.0,0.0
39,34,30.0,73.0,52.0,48.0
2,2,4.0,21.0,34.0,62.0
3,0,3.0,13.0,31.0,49.0
0,1,3.0,0.0,41.0,31.0
2,5,7.0,31.0,85.0,24.0
0,3,5.0,8.0,25.0,3.0
0,8,14.0,20.0,55.0,6.0
0,13,17.0,11.0,14.0,0.0
1,42,34.0,22.0,11.0,0.0
4,96,68.0,47.0,16.0,0.0
4,71,90.0,67.0,6.0,8.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
14522 MS:34057 M:7 H:0,,,,,
13,14,16.0,7.0,5.0,6.0
119,95,39.0,31.0,14.0,11.0
11,2,4.0,9.0,22.0,7.0
1,0,1.0,6.0,10.0,16.0
0,0,0.0,0.0,0.0,0.0
43,31,28.0,77.0,55.0,51.0
0,2,4.0,22.0,39.0,65.0
7,13,0.0,11.0,39.0,40.0
3,3,4.0,14.0,48.0,39.0
2,5,8.0,35.0,86.0,22.0
0,3,6.0,9.0,26.0,2.0
0,8,16.0,20.0,56.0,6.0
0,14,20.0,11.0,14.0,0.0
0,37,35.0,16.0,5.0,0.0
6,101,69.0,47.0,0.0,0.0
4,73,92.0,50.0,7.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
14523 MS:34089 M:7 H:0,,,,,
14,12,32.0,5.0,12.0,16.0
110,94,32.0,20.0,20.0,5.0
12,3,4.0,9.0,20.0,8.0
1,0,0.0,5.0,9.0,11.0
0,0,0.0,0.0,0.0,0.0
47,33,31.0,82.0,58.0,55.0
15,0,7.0,31.0,24.0,67.0
2,2,3.0,17.0,47.0,40.0
3,3,4.0,18.0,51.0,35.0
2,5,8.0,38.0,89.0,22.0
0,3,7.0,9.0,25.0,2.0
0,8,17.0,20.0,56.0,5.0
0,13,16.0,5.0,14.0,0.0
1,41,36.0,21.0,14.0,0.0
6,102,69.0,44.0,9.0,0.0
4,73,96.0,47.0,6.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
14524 MS:34120 M:7 H:0,,,,,
16,7,20.0,7.0,5.0,6.0
113,96,30.0,19.0,19.0,4.0
12,3,3.0,8.0,19.0,7.0
0,0,0.0,4.0,5.0,6.0
0,0,0.0,0.0,0.0,0.0
42,39,42.0,77.0,63.0,56.0
4,3,5.0,26.0,44.0,83.0
2,1,2.0,16.0,42.0,62.0
3,3,4.0,19.0,55.0,37.0
3,5,10.0,39.0,90.0,22.0
0,4,8.0,10.0,25.0,2.0
0,11,13.0,18.0,56.0,5.0
0,15,20.0,11.0,14.0,0.0
0,0,0.0,0.0,4.0,0.0
0,0,0.0,0.0,0.0,0.0
305,292,0.0,768.0,256.0,0.0
314,83,77.0,800.0,53.0,818.0
58,77,32.0,817.0,309.0,817.0
14526 MS:34183 M:7 H:0,,,,,
16,7,17.0,4.0,4.0,5.0
126,107,34.0,16.0,19.0,4.0
17,4,3.0,8.0,19.0,6.0
0,0,4.0,0.0,0.0,0.0
0,0,0.0,7.0,8.0,0.0
40,35,35.0,96.0,62.0,55.0
3,3,6.0,33.0,54.0,84.0
2,2,5.0,22.0,48.0,66.0
3,4,7.0,22.0,61.0,41.0
7,0,11.0,39.0,91.0,22.0
0,11,21.0,0.0,31.0,15.0
0,9,19.0,31.0,43.0,7.0
0,14,17.0,9.0,12.0,0.0
1,43,30.0,16.0,8.0,0.0
4,104,61.0,36.0,8.0,0.0
3,67,96.0,47.0,6.0,0.0
7,0,0.0,1.0,0.0,0.0
0,0,0.0,0.0,3.0,0.0
14527 MS:34214 M:7 H:0,,,,,
24,8,20.0,5.0,4.0,6.0
128,115,31.0,18.0,19.0,4.0
17,0,0.0,6.0,18.0,6.0
2,1,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
20,6,15.0,62.0,54.0,53.0
3,0,4.0,28.0,51.0,90.0
1,0,2.0,22.0,50.0,67.0
0,1,6.0,23.0,64.0,41.0
8,8,8.0,47.0,104.0,19.0
0,3,9.0,11.0,28.0,19.0
0,9,20.0,23.0,61.0,5.0
0,14,19.0,11.0,13.0,0.0
0,46,32.0,17.0,9.0,0.0
2,113,67.0,41.0,9.0,0.0
0,79,111.0,36.0,7.0,0.0
0,0,0.0,7.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
14528 MS:34246 M:7 H:0,,,,,
38,10,26.0,3.0,4.0,6.0
130,113,32.0,12.0,18.0,4.0
19,0,0.0,5.0,4.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
16,3,7.0,52.0,48.0,50.0
1,0,2.0,25.0,50.0,99.0
1,0,3.0,24.0,51.0,72.0
2,1,12.0,32.0,66.0,52.0
2,3,11.0,45.0,111.0,20.0
0,4,12.0,11.0,28.0,2.0
0,9,22.0,23.0,65.0,6.0
0,13,20.0,12.0,15.0,0.0
0,48,36.0,20.0,10.0,0.0
10,126,64.0,47.0,4.0,0.0
2,82,115.0,40.0,11.0,11.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
14529 MS:34277 M:7 H:0,,,,,
39,9,27.0,3.0,4.0,6.0
134,119,31.0,0.0,13.0,3.0
17,2,3.0,6.0,18.0,8.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
16,3,8.0,56.0,53.0,58.0
1,0,2.0,28.0,52.0,97.0
0,0,3.0,23.0,56.0,68.0
1,1,5.0,34.0,66.0,48.0
1,4,12.0,46.0,99.0,22.0
0,4,10.0,11.0,28.0,2.0
0,8,22.0,24.0,66.0,6.0
0,16,22.0,13.0,15.0,0.0
8,43,44.0,16.0,10.0,0.0
3,127,68.0,54.0,20.0,0.0
1,81,101.0,50.0,6.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
14530 MS:34308 M:7 H:0,,,,,
48,31,22.0,7.0,15.0,0.0
149,123,33.0,13.0,19.0,4.0
16,2,4.0,7.0,18.0,6.0
2,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
14,3,8.0,70.0,59.0,60.0
0,0,3.0,20.0,55.0,104.0
1,0,6.0,27.0,44.0,75.0
0,0,3.0,25.0,67.0,49.0
0,3,8.0,38.0,94.0,21.0
0,1,7.0,9.0,29.0,2.0
0,3,18.0,21.0,73.0,6.0
0,16,22.0,19.0,19.0,0.0
7,47,48.0,34.0,14.0,8.0
3,144,91.0,64.0,16.0,0.0
4,169,113.0,88.0,16.0,1.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
14531 MS:34340 M:7 H:0,,,,,
37,16,22.0,4.0,15.0,0.0
104,73,21.0,11.0,15.0,3.0
8,0,1.0,5.0,16.0,5.0
1,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
15,14,0.0,47.0,42.0,47.0
3,10,15.0,8.0,47.0,109.0
3,0,1.0,16.0,41.0,72.0
2,1,2.0,17.0,52.0,50.0
0,1,4.0,24.0,80.0,20.0
0,0,0.0,4.0,26.0,2.0
0,0,4.0,15.0,74.0,8.0
1,0,11.0,25.0,32.0,0.0
2,39,54.0,52.0,33.0,0.0
7,129,124.0,102.0,53.0,6.0
14,241,146.0,154.0,68.0,9.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
14532 MS:34371 M:7 H:0,,,,,
40,15,18.0,4.0,4.0,6.0
79,43,14.0,8.0,12.0,2.0
5,0,0.0,4.0,14.0,4.0
0,0,0.0,0.0,0.0,0.0
8,0,3.0,0.0,0.0,0.0
15,16,2.0,31.0,48.0,42.0
2,3,5.0,19.0,38.0,105.0
1,1,3.0,13.0,35.0,62.0
1,2,3.0,11.0,36.0,37.0
0,0,0.0,7.0,45.0,14.0
5,0,1.0,5.0,19.0,1.0
0,7,14.0,2.0,71.0,15.0
0,7,10.0,22.0,31.0,3.0
1,28,41.0,49.0,34.0,3.0
9,117,125.0,98.0,59.0,7.0
20,277,142.0,170.0,76.0,10.0
0,0,0.0,0.0,0.0,0.0
7,0,0.0,1.0,0.0,0.0
14533 MS:34403 M:7 H:0,,,,,
61,17,15.0,5.0,4.0,4.0
73,23,8.0,7.0,11.0,1.0
4,0,0.0,2.0,9.0,2.0
0,0,0.0,0.0,0.0,0.0
1,0,0.0,0.0,0.0,0.0
10,4,5.0,33.0,48.0,58.0
3,3,3.0,18.0,41.0,122.0
1,0,1.0,13.0,32.0,77.0
1,0,0.0,8.0,32.0,43.0
0,0,0.0,4.0,32.0,12.0
6,8,0.0,13.0,28.0,0.0
0,1,2.0,11.0,59.0,5.0
0,5,7.0,20.0,26.0,1.0
1,33,50.0,51.0,32.0,2.0
10,134,140.0,97.0,68.0,7.0
20,289,146.0,170.0,100.0,12.0
0,3,7.0,0.0,1.0,0.0
0,0,0.0,7.0,0.0,1.0
14534 MS:34434 M:7 H:0,,,,,
32,821,307.0,53.0,820.0,305.0
821,310,52.0,564.0,51.0,58.0
304,314,72.0,544.0,311.0,58.0
0,69,18.0,11.0,4.0,2.0
256,867,22.0,6.0,5.0,4.0
0,7,7.0,7.0,0.0,3.0
0,0,0.0,0.0,1.0,1.0
0,0,0.0,0.0,0.0,0.0
256,7,2.0,7.0,45.0,53.0
0,770,0.0,2.0,19.0,48.0
512,769,0.0,0.0,7.0,33.0
768,771,0.0,0.0,6.0,32.0
0,768,0.0,1.0,10.0,53.0
256,0,0.0,2.0,10.0,49.0
0,768,1.0,5.0,19.0,66.0
0,768,11.0,25.0,44.0,50.0
256,771,56.0,92.0,71.0,49.0
512,10,146.0,156.0,96.0,86.0
14536 MS:34497 M:7 H:0,,,,,
64,14,11.0,3.0,2.0,4.0
103,31,0.0,7.0,15.0,0.0
6,0,0.0,3.0,7.0,15.0
0,0,0.0,1.0,0.0,1.0
0,0,0.0,0.0,0.0,0.0
7,4,9.0,46.0,53.0,106.0
1,0,1.0,16.0,47.0,204.0
0,0,1.0,0.0,27.0,124.0
2,1,3.0,7.0,20.0,68.0
0,0,1.0,13.0,52.0,11.0
0,1,2.0,16.0,55.0,3.0
0,3,8.0,26.0,67.0,5.0
1,14,30.0,51.0,55.0,3.0
3,52,93.0,78.0,54.0,3.0
13,149,148.0,100.0,84.0,0.0
20,283,142.0,160.0,98.0,9.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
14537 MS:34528 M:7 H:0,,,,,
53,11,8.0,2.0,0.0,8.0
97,29,5.0,8.0,2.0,0.0
6,0,0.0,2.0,3.0,1.0
1,0,0.0,1.0,1.0,0.0
0,0,0.0,0.0,0.0,0.0
8,5,11.0,49.0,56.0,111.0
8,8,0.0,22.0,40.0,211.0
0,0,15.0,2.0,41.0,144.0
0,0,0.0,8.0,31.0,73.0
0,0,2.0,14.0,52.0,10.0
0,1,3.0,17.0,57.0,4.0
0,3,9.0,31.0,69.0,4.0
0,15,32.0,53.0,57.0,4.0
15,53,103.0,79.0,42.0,3.0
11,151,155.0,102.0,86.0,7.0
19,284,139.0,156.0,97.0,9.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
14538 MS:34560 M:7 H:0,,,,,
47,7,6.0,6.0,0.0,0.0
92,24,6.0,5.0,4.0,0.0
5,0,0.0,2.0,4.0,1.0
1,0,0.0,3.0,2.0,1.0
0,0,0.0,0.0,0.0,0.0
12,2,24.0,48.0,55.0,108.0
2,12,1.0,26.0,58.0,214.0
0,0,1.0,9.0,38.0,143.0
0,0,1.0,9.0,35.0,76.0
0,1,2.0,18.0,55.0,10.0
0,3,7.0,23.0,60.0,4.0
5,0,12.0,35.0,67.0,4.0
0,22,54.0,42.0,59.0,15.0
5,67,108.0,79.0,57.0,5.0
10,148,151.0,98.0,84.0,7.0
18,283,136.0,149.0,95.0,9.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
14539 MS:34591 M:7 H:0,,,,,
38,4,5.0,0.0,1.0,5.0
96,26,6.0,3.0,3.0,0.0
6,0,0.0,2.0,5.0,1.0
3,0,1.0,3.0,2.0,2.0
0,0,0.0,0.0,0.0,0.0
7,6,27.0,55.0,55.0,114.0
1,1,5.0,27.0,54.0,219.0
0,0,2.0,15.0,43.0,144.0
0,0,2.0,11.0,39.0,80.0
0,1,3.0,22.0,56.0,9.0
0,5,9.0,27.0,60.0,4.0
6,16,10.0,42.0,76.0,2.0
2,22,46.0,56.0,58.0,20.0
5,69,106.0,78.0,56.0,4.0
12,145,147.0,96.0,82.0,7.0
20,263,148.0,142.0,93.0,9.0
0,0,0.0,0.0,0.0,0.0
0,0,3.0,0.0,0.0,0.0
14540 MS:34622 M:7 H:0,,,,,
29,3,3.0,0.0,0.0,3.0
100,25,8.0,3.0,2.0,0.0
7,0,0.0,2.0,4.0,0.0
0,0,0.0,4.0,4.0,4.0
3,0,0.0,0.0,0.0,0.0
13,14,37.0,58.0,55.0,112.0
4,4,10.0,37.0,56.0,221.0
0,1,3.0,21.0,48.0,150.0
0,0,3.0,13.0,40.0,81.0
0,3,11.0,27.0,59.0,9.0
0,6,16.0,32.0,59.0,8.0
0,6,16.0,36.0,73.0,4.0
2,25,47.0,55.0,57.0,4.0
7,70,105.0,78.0,56.0,5.0
13,140,142.0,93.0,80.0,8.0
23,256,140.0,136.0,91.0,10.0
4,2,0.0,4.0,0.0,0.0
0,0,0.0,0.0,6.0,8.0
14544 MS:34748 M:7 H:0,,,,,
31,0,3.0,3.0,0.0,3.0
121,34,10.0,19.0,7.0,0.0
25,4,3.0,7.0,20.0,3.0
8,4,8.0,12.0,14.0,19.0
0,0,0.0,0.0,0.0,0.0
133,75,90.0,88.0,74.0,108.0
90,53,48.0,53.0,69.0,207.0
34,26,26.0,45.0,52.0,144.0
9,12,16.0,33.0,51.0,83.0
4,10,16.0,43.0,66.0,10.0
5,27,29.0,35.0,64.0,5.0
5,20,38.0,37.0,68.0,6.0
12,27,49.0,48.0,57.0,6.0
10,68,88.0,65.0,56.0,16.0
16,105,108.0,75.0,64.0,9.0
25,189,99.0,113.0,64.0,12.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
14545 MS:34780 M:7 H:0,,,,,
33,6,6.0,19.0,0.0,13.0
123,40,15.0,26.0,11.0,2.0
32,6,4.0,8.0,26.0,3.0
12,7,12.0,17.0,18.0,23.0
0,0,0.0,0.0,0.0,0.0
143,68,95.0,88.0,77.0,113.0
105,63,44.0,59.0,71.0,192.0
38,37,34.0,46.0,59.0,141.0
9,15,21.0,38.0,53.0,81.0
5,13,18.0,45.0,67.0,10.0
6,30,32.0,36.0,64.0,6.0
0,22,40.0,37.0,68.0,6.0
0,32,48.0,52.0,56.0,4.0
11,62,76.0,64.0,48.0,14.0
15,98,100.0,70.0,59.0,9.0
22,176,91.0,106.0,53.0,11.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
14546 MS:34811 M:7 H:0,,,,,
37,8,7.0,4.0,1.0,4.0
129,43,18.0,34.0,13.0,3.0
34,6,4.0,9.0,31.0,4.0
20,8,17.0,24.0,21.0,25.0
0,3,0.0,0.0,0.0,0.0
151,77,103.0,95.0,70.0,107.0
108,67,61.0,64.0,74.0,200.0
40,44,40.0,51.0,63.0,140.0
9,17,28.0,43.0,56.0,81.0
5,16,19.0,48.0,70.0,10.0
6,32,35.0,37.0,65.0,6.0
1,25,34.0,35.0,66.0,0.0
7,37,50.0,47.0,55.0,6.0
10,59,71.0,59.0,44.0,7.0
14,92,91.0,62.0,51.0,9.0
20,160,82.0,98.0,44.0,11.0
0,0,0.0,0.0,0.0,0.0
4,6,0.0,4.0,0.0,0.0
14547 MS:34842 M:7 H:0,,,,,
38,11,10.0,6.0,2.0,6.0
135,49,21.0,39.0,16.0,4.0
38,7,5.0,10.0,38.0,4.0
31,2,22.0,29.0,24.0,27.0
0,6,8.0,0.0,5.0,8.0
147,98,109.0,100.0,88.0,113.0
109,73,68.0,70.0,77.0,196.0
40,51,47.0,56.0,66.0,138.0
10,20,30.0,49.0,59.0,81.0
6,17,21.0,51.0,73.0,11.0
7,24,37.0,39.0,58.0,7.0
7,26,48.0,40.0,67.0,0.0
8,37,51.0,48.0,50.0,5.0
9,57,62.0,49.0,36.0,9.0
12,82,76.0,55.0,38.0,8.0
17,138,70.0,81.0,33.0,10.0
0,0,0.0,0.0,0.0,0.0
0,4,0.0,0.0,0.0,0.0
14548 MS:34874 M:7 H:0,,,,,
41,17,15.0,7.0,2.0,5.0
139,57,26.0,44.0,18.0,6.0
40,10,6.0,10.0,41.0,5.0
40,26,29.0,47.0,40.0,28.0
0,0,0.0,0.0,0.0,15.0
149,114,125.0,113.0,97.0,118.0
112,85,80.0,79.0,84.0,194.0
40,59,56.0,63.0,73.0,140.0
11,21,33.0,55.0,63.0,81.0
0,23,31.0,45.0,79.0,9.0
8,34,40.0,47.0,56.0,7.0
7,24,46.0,39.0,69.0,8.0
6,29,45.0,40.0,45.0,6.0
8,47,52.0,36.0,24.0,5.0
9,67,56.0,46.0,25.0,6.0
13,100,54.0,58.0,20.0,8.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
14549 MS:34905 M:7 H:0,,,,,
47,22,21.0,10.0,4.0,7.0
143,70,34.0,47.0,22.0,10.0
56,14,16.0,24.0,36.0,14.0
49,40,56.0,62.0,56.0,34.0
0,0,0.0,0.0,0.0,0.0
153,137,150.0,132.0,112.0,126.0
116,101,95.0,90.0,96.0,196.0
41,61,59.0,72.0,79.0,144.0
15,28,11.0,55.0,58.0,80.0
7,13,31.0,46.0,85.0,23.0
7,21,29.0,43.0,67.0,8.0
